User_ID,Group,Sessions,Time_Spent_Minutes,Actions_Per_Session,Purchases,Average_Purchase_Value,Age,Gender
1137,Control,5,115.514884,11.86731689,2,4.435792664,30,Male
1138,Control,9,64.324841,21.13836085,0,9.923309446,40,Female
1139,Control,5,166.4029428,17.06627522,1,13.59790067,25,Female
1140,Control,4,127.5606848,14.7260994,4,7.835340213,35,Female
1141,Control,3,125.3516062,11.11414483,5,5.895843441,18,Female
1142,Control,6,126.7524453,16.8330275,1,5.195208639,30,Female
1143,Control,2,63.47224258,20.86117703,1,7.860953268,18,Female
1144,Control,6,146.9065737,8.541786799,4,10.07740524,50,Female
1145,Control,6,105.286482,8.893668268,3,8.587730008,25,Female
1146,Control,6,120.8314406,18.40051351,2,10.76003663,30,Male
1147,Control,5,99.29081472,12.20724023,1,10.32309509,25,Other
1148,Control,3,80.54190684,10.95688191,4,12.9958676,30,Male
1149,Control,4,100.9594259,11.59626267,1,9.589607768,30,Male
1150,Control,4,111.5229063,18.78299383,3,11.85726248,25,Female
1151,Control,5,116.842176,18.62959972,1,10.1233814,30,Male
1152,Control,4,102.1071376,16.97941631,2,10.54319734,25,Female
1153,Control,4,114.0122556,12.85812911,3,10.51196061,50,Female
1154,Control,5,108.0912706,10.92308597,2,6.925925703,25,Female
1155,Control,5,76.04014465,11.98379206,2,9.746182204,30,Female
1156,Control,5,116.1844392,10.55713565,2,8.103698693,30,Female
1157,Control,7,116.1710641,13.0368332,2,7.49884519,35,Male
1158,Control,3,96.27801075,15.18053528,5,11.1856536,50,Female
1159,Control,2,145.0669508,18.6928621,1,11.47738579,35,Female
1160,Control,4,116.8924623,15.18924874,0,8.108695396,50,Female
1161,Control,4,128.8510008,14.15686149,0,12.09028531,30,Male
1162,Control,6,91.35528924,23.5067902,0,8.655766733,50,Female
1163,Control,3,96.99939622,-2.400707055,1,12.68631231,30,Female
1164,Control,5,108.9826622,18.21070716,0,16.56811486,35,Male
1165,Control,5,80.93822269,17.61031341,0,11.43569856,18,Male
1166,Control,5,62.07987699,17.67455184,0,9.671470835,18,Female
1167,Control,5,158.3091822,19.64664192,3,7.938645408,25,Male
1168,Control,3,100.3308698,9.065069658,1,10.60823357,18,Female
1169,Control,10,113.362497,19.77141555,4,7.066673847,30,Male
1170,Control,5,126.409586,16.91886326,4,9.286764606,30,Female
1171,Control,4,111.4423618,13.01982996,2,7.31262458,50,Female
1172,Control,4,83.92661087,18.14971624,1,12.52204889,25,Female
1173,Control,7,149.119063,15.89025864,2,8.409267532,30,Female
1174,Control,3,103.6158904,10.28756058,1,9.904498979,30,Female
1175,Control,6,137.0854178,4.881405799,0,4.834375095,18,Male
1176,Control,2,161.8257311,8.440837792,1,8.973060643,25,Female
1177,Control,4,80.60713971,11.42857208,1,8.89097573,45,Female
1178,Control,4,144.1522863,16.97481354,1,7.244996737,30,Female
1179,Control,4,122.9387626,7.802989418,3,9.118002508,40,Male
1180,Control,8,92.63404463,17.05189387,5,2.533236106,30,Female
1181,Control,5,132.714012,16.5620308,1,6.53944715,50,Female
1182,Control,8,123.116549,25.28596656,1,4.986383195,40,Male
1183,Control,5,101.6478879,16.80435769,2,12.28151433,30,Male
1184,Control,7,177.1041493,4.650708266,0,9.919672692,45,Male
1185,Control,8,131.4709094,20.72853203,2,2.280992438,18,Other
1186,Control,3,87.19139596,10.43837767,1,12.97613759,18,Female
1187,Control,4,129.8812229,10.17230274,1,11.27812726,35,Male
1188,Control,6,114.5293626,14.0259941,1,9.677794572,40,Male
1189,Control,4,85.99461219,17.75503007,1,11.02259819,35,Other
1190,Control,4,112.99949,13.62831526,2,9.611447915,40,Male
1191,Control,6,131.6213496,15.04980852,3,8.93793334,25,Male
1192,Control,2,92.16818381,10.43272402,3,10.24644816,45,Male
1193,Control,4,78.06911334,9.16057642,2,10.17325576,50,Male
1194,Control,2,78.73765482,16.00750409,1,7.550415111,30,Male
1195,Control,8,80.26705407,7.376307534,1,12.23127658,30,Female
1196,Control,7,136.0256803,11.43359451,2,7.616349012,30,Female
1197,Control,2,132.2578237,13.34678592,3,9.090483742,25,Male
1198,Control,5,92.36291167,16.1729485,2,12.54496563,25,Female
1199,Control,6,113.5240661,13.69783494,3,13.25446227,40,Male
1200,Control,7,80.62707643,13.41296302,1,12.83133826,35,Male
1201,Control,7,100.5640095,8.847788822,1,4.917963546,25,Female
1202,Control,7,100.0990352,12.92917328,1,9.437149674,30,Male
1203,Control,6,128.9701309,13.75162845,0,6.520231476,50,Female
1204,Control,5,155.3390798,17.08265786,2,6.861580707,35,Female
1205,Control,5,87.18417523,10.99952868,4,8.079519997,50,Other
1206,Control,8,95.14109722,10.52990362,1,9.130789076,45,Female
1207,Control,7,128.1913512,8.938463356,1,8.331740704,25,Female
1208,Control,4,76.80228191,15.75864674,2,2.0756798,30,Male
1209,Control,5,92.55863083,13.24867098,1,10.76842183,35,Male
1210,Control,8,145.6952579,14.32925865,3,9.721823747,35,Male
1211,Control,5,156.7023014,12.63054814,3,13.69654503,25,Male
1212,Control,2,92.06935104,12.82898306,3,9.734190392,18,Male
1213,Control,3,95.2078073,11.96198661,1,4.331375946,30,Male
1214,Control,7,140.0994453,17.50413492,3,5.91293747,35,Male
1215,Control,3,148.7532443,15.20597246,0,4.900260516,30,Female
1216,Control,8,110.8447237,22.33903663,2,9.190264781,30,Female
1217,Control,1,98.79620948,13.48284473,0,14.75461489,45,Male
1218,Control,5,135.0901201,22.88034736,2,11.49752806,30,Male
1219,Control,3,129.527073,13.57834286,3,10.42129993,50,Female
1220,Control,5,117.7045134,17.55127793,1,6.707277863,25,Female
1221,Control,5,173.8836343,11.94494756,2,11.28328725,18,Male
1222,Control,2,126.2341531,17.42173913,1,9.125619436,25,Female
1223,Control,7,84.66497769,3.461920446,3,10.79653619,18,Female
1224,Control,2,131.4136328,8.763085249,3,11.53978674,25,Female
1225,Control,4,98.27400339,10.1023346,3,8.596099517,35,Male
1226,Control,5,113.758535,25.2644293,2,10.8462865,25,Male
1227,Control,4,141.8324144,20.26884773,1,15.53969511,45,Male
1228,Control,4,144.6971306,16.29613284,4,13.78357937,30,Female
1229,Control,5,30.38138718,12.92108641,1,12.72629324,30,Male
1230,Control,4,101.7545509,12.09132708,4,17.14238091,18,Male
1231,Control,4,103.6442739,11.96897735,5,15.87299494,25,Female
1232,Control,5,118.7066509,18.37525723,4,14.5642839,25,Male
1233,Control,7,92.42236546,15.45219964,1,6.870170292,25,Male
1234,Control,6,110.2192972,19.49474482,3,6.437932384,40,Female
1235,Control,6,116.4625845,17.80384398,0,6.201051623,30,Female
1236,Control,8,68.53964144,17.06858906,1,12.5646067,18,Male
1237,Control,5,113.7368606,11.07887893,3,12.26356704,25,Male
1238,Control,2,148.0757971,11.06503346,2,11.36579395,45,Female
1239,Control,4,81.8112725,15.65358642,2,6.81359288,30,Female
1240,Control,6,123.2996674,16.90025232,2,12.89461741,35,Male
1241,Control,3,121.5674323,14.03747377,3,9.110634803,30,Female
1242,Control,3,64.90273292,8.777259279,1,9.361714636,50,Female
1243,Control,5,108.6967128,16.11692853,1,12.1472156,25,Female
1244,Control,5,116.6928508,18.78321314,2,9.506034446,40,Other
1245,Control,6,156.8461725,9.483960149,1,9.722943827,35,Female
1246,Control,2,108.4036696,13.53739148,3,5.736887698,35,Other
1247,Control,6,130.6734747,10.26734141,3,5.454523072,45,Female
1248,Control,4,98.22142528,19.78270161,1,13.07326088,25,Female
1249,Control,3,128.4483816,24.98209814,4,10.96643688,45,Female
1250,Control,4,145.7150492,21.57006023,1,7.237775409,25,Female
1251,Control,2,69.76015123,7.088588564,1,11.04433596,40,Female
1252,Control,6,123.6967785,16.73045835,2,10.07885119,25,Female
1253,Control,8,135.530832,17.75042432,3,6.334519683,35,Female
1254,Control,5,115.5420134,23.67287599,2,9.670957684,25,Male
1255,Control,6,126.7820824,12.10805894,0,10.81040026,40,Female
1256,Control,5,142.2464573,14.37806993,2,4.949222002,30,Male
1257,Control,5,78.62923025,9.10381304,3,12.66751376,40,Male
1258,Control,6,131.2784855,8.257313433,6,10.62879704,35,Male
1259,Control,4,155.3041984,15.3389125,1,15.10745442,25,Male
1260,Control,4,106.8387835,22.33832159,5,13.81184362,35,Male
1261,Control,5,100.7431974,15.14338913,0,14.83971652,25,Female
1262,Control,5,100.6522764,15.24712312,1,7.886356088,50,Male
1263,Control,4,128.6503748,8.672860963,0,11.77608471,35,Female
1264,Control,4,162.4381964,15.72621682,1,10.21911247,35,Male
1265,Control,7,182.1277086,12.22973977,2,14.63729016,50,Male
1266,Control,5,167.0867324,12.72649685,2,14.1086832,30,Female
1267,Control,4,109.6241067,23.54116753,3,15.05004592,25,Male
1268,Control,3,94.19193923,12.80644103,3,9.275920804,35,Female
1269,Control,9,73.77488545,13.29732002,4,6.313952231,50,Male
1270,Control,6,133.3833646,16.09334786,3,7.303341637,35,Female
1271,Control,6,208.1375252,-2.659393964,2,11.25005795,18,Female
1272,Control,4,126.1889322,11.10913103,3,6.338201565,45,Male
1273,Control,7,130.2781633,6.047461607,2,10.63107863,25,Other
1274,Control,6,118.7055428,12.2476679,1,9.392756696,45,Male
1275,Control,6,136.6830087,24.52998278,1,3.15597522,50,Female
1276,Control,2,101.3395585,1.117148022,1,10.77604647,40,Male
1277,Control,6,129.7413185,6.672722421,2,12.04011335,25,Male
1278,Control,4,111.0156629,21.76967248,3,13.61439461,25,Female
1279,Control,7,134.3154835,14.2036693,3,8.365371137,40,Male
1280,Control,8,119.6353813,17.19933205,5,6.844754978,18,Male
1281,Control,6,135.5799417,15.48521549,3,8.830462773,40,Female
1282,Control,3,92.64772669,15.63629074,2,6.38226089,30,Male
1283,Control,4,152.6957723,13.27744806,1,11.64455621,18,Male
1284,Control,5,149.1709567,-1.222660037,0,10.33202531,35,Male
1285,Control,3,111.0351216,14.89205595,1,6.406247489,35,Female
1286,Control,5,103.0813317,20.48788958,0,8.730231334,35,Female
1287,Control,8,82.09688027,20.00923354,1,14.68288325,25,Male
1288,Control,8,85.05842574,17.90509469,3,9.815338083,50,Female
1289,Control,5,108.2488912,14.47668881,0,7.824737576,18,Male
1290,Control,5,124.6200013,15.75735154,1,8.419129547,25,Female
1291,Control,8,126.0414566,19.28409373,2,10.52453895,30,Female
1292,Control,5,172.2867292,7.366440959,2,15.46642142,30,Female
1293,Control,4,104.6435259,24.02120598,2,6.849671882,25,Female
1294,Control,3,101.6650121,20.03731235,0,14.2853337,50,Male
1295,Control,7,117.2040656,24.24369446,2,9.074135009,50,Female
1296,Control,4,92.51813641,16.56240722,2,13.86042844,40,Male
1297,Control,4,165.8787246,12.37775127,3,6.532874869,30,Male
1298,Control,5,173.7824219,17.31654522,1,14.65564025,30,Male
1299,Control,3,143.76723,18.77718941,1,15.34249704,45,Female
1300,Control,5,147.9226312,24.63133469,3,15.59361679,18,Male
1301,Control,4,115.1484965,13.53409937,4,9.988403995,25,Female
1302,Control,6,140.184982,12.93445157,3,10.0085972,25,Female
1303,Control,5,157.4497931,20.29739664,2,7.78353742,50,Male
1304,Control,5,110.3536368,13.83014377,2,7.071041531,18,Male
1305,Control,2,162.9833753,11.99190493,1,12.69898556,35,Male
1306,Control,5,119.2861006,12.3154306,4,10.04733898,45,Female
1307,Control,3,117.0522617,4.897601711,2,11.44085379,25,Other
1308,Control,3,93.68161245,11.44937009,0,11.27548776,25,Male
1309,Control,5,126.6213125,17.10953495,4,6.120245224,25,Female
1310,Control,4,153.601894,14.97397942,0,6.349344593,35,Female
1311,Control,3,52.20474271,17.34620978,1,12.35817228,25,Other
1312,Control,4,130.2956569,21.63099443,1,11.29493042,35,Female
1313,Control,2,141.7764043,26.94102948,1,9.641936181,25,Male
1314,Control,6,123.5757629,13.63841864,1,11.19689545,40,Female
1315,Control,7,60.97383441,9.309090842,0,14.34883693,30,Female
1316,Control,3,79.23028309,12.80631576,1,12.77025333,25,Male
1317,Control,5,117.6009034,18.86135875,2,10.78961892,40,Male
1318,Control,4,69.80403609,27.3347941,0,11.34266252,25,Male
1319,Control,6,200.5565288,15.80659573,2,14.42258557,35,Female
1320,Control,6,158.9322413,17.39307602,3,8.766113225,18,Female
1321,Control,2,88.90084233,13.85418365,2,10.69110713,30,Female
1322,Control,2,146.199453,15.76921794,0,9.928450976,25,Male
1323,Control,5,140.1011574,21.20990583,2,8.093880815,25,Male
1324,Control,2,109.1235261,19.04005965,0,9.398037006,50,Male
1325,Control,7,149.4874353,14.71378298,0,6.948351922,30,Male
1326,Control,4,57.4059303,16.26232965,0,13.18761302,25,Male
1327,Control,5,109.7453172,13.15971095,4,8.691610483,50,Male
1328,Control,7,104.3217189,20.9475347,1,10.6351908,25,Male
1329,Control,5,173.9241894,24.28650396,4,13.13893327,40,Male
1330,Control,7,91.1886136,10.65249706,3,14.14043588,45,Male
1331,Control,1,140.5602864,11.04258855,3,10.17783424,30,Female
1332,Control,3,99.37514027,13.20813766,1,9.714828181,35,Male
1333,Control,4,151.8824943,19.28093136,0,12.11467464,18,Female
1334,Control,9,107.051841,12.86599447,1,11.23718693,30,Male
1335,Control,4,83.56763677,19.69362555,5,6.565107789,45,Female
1336,Control,5,119.1016179,7.157089546,0,14.94048852,45,Male
1337,Control,6,145.315381,14.6324738,4,10.71381379,25,Male
1338,Control,6,135.6831634,15.66653732,1,12.4513808,18,Male
1339,Control,3,75.2149525,10.33367397,0,11.06399955,35,Female
1340,Control,3,72.05591354,14.29681054,4,11.54057904,25,Male
1341,Control,5,100.6979099,20.54930019,2,9.505565533,45,Female
1342,Control,7,90.45201395,14.29330289,4,12.09024106,30,Female
1343,Control,6,92.93851203,17.08948427,2,12.0334013,30,Male
1344,Control,6,106.1632987,22.09659777,0,12.55812363,25,Female
1345,Control,4,137.7566255,10.44727987,2,5.895439359,35,Male
1346,Control,7,111.7138124,16.29605038,2,6.346775447,45,Male
1347,Control,4,84.45630834,0.769028842,2,10.36888045,30,Male
1348,Control,8,92.48468398,8.043512281,2,8.79883247,18,Male
1349,Control,5,133.313388,18.74135732,1,13.71228348,35,Male
1350,Control,5,116.6632805,12.33628819,2,7.37305166,30,Male
1351,Control,4,98.64313157,16.44278628,2,12.67682535,35,Male
1352,Control,5,138.9450474,7.444068021,3,4.995781771,18,Male
1353,Control,2,144.2108884,1.457924294,2,5.445469837,18,Male
1354,Control,3,142.9665601,11.48535508,2,9.93068308,40,Male
1355,Control,7,116.9710752,12.12165025,5,11.06076164,30,Female
1356,Control,5,93.00681218,13.23050607,2,11.93413327,30,Female
1357,Control,6,113.2368234,22.33658064,1,12.92789428,50,Male
1358,Control,7,98.70736553,4.746763167,1,10.96206347,25,Female
1359,Control,2,41.00066398,11.34678213,2,9.74533371,50,Male
1360,Control,7,112.9190397,13.16827437,3,7.6132098,45,Female
1361,Control,5,55.53417359,14.28830078,4,4.688055079,35,Male
1362,Control,5,98.22134595,19.95917745,3,12.05692078,30,Other
1363,Control,7,102.5145532,14.70143657,2,7.351930113,25,Female
1364,Control,6,166.3400586,18.97946938,2,10.43270173,30,Female
1365,Control,5,84.42826775,20.93582439,2,12.60204141,35,Female
1366,Control,0,126.9973408,8.045957067,1,19.0365215,30,Male
1367,Control,7,110.5270457,20.63114185,2,9.775215717,50,Male
1368,Control,5,133.8228151,14.0210721,3,6.665332467,18,Male
1369,Control,5,100.1099819,15.23703442,4,10.45970894,30,Male
1370,Control,6,72.64007597,15.73243415,1,4.541395802,50,Female
1371,Control,8,123.2116825,17.0826076,0,9.502183506,18,Female
1372,Control,4,120.5176063,7.617962255,3,10.06437544,30,Male
1373,Control,6,125.6335386,7.175101673,2,10.46374093,40,Female
1374,Control,4,111.0026026,12.44335154,1,13.62538933,30,Female
1375,Control,1,109.3246341,18.04099775,1,12.14621516,45,Male
1376,Control,3,144.130015,21.42066724,4,7.92391699,25,Male
1377,Control,4,141.3753281,11.59451641,3,14.03933101,50,Female
1378,Control,5,95.87280234,19.28592245,4,13.83063233,35,Male
1379,Control,4,115.5483553,13.93184351,1,7.463758817,25,Female
1380,Control,5,83.94388373,16.65110825,1,5.067277363,18,Female
1381,Control,2,137.0376772,11.99587704,2,3.380124029,35,Male
1382,Control,2,133.863187,15.69100378,2,11.83785662,35,Male
1383,Control,5,162.4718082,10.38959521,1,13.06133171,30,Female
1384,Control,5,142.1048553,15.47065257,2,8.786906384,50,Female
1385,Control,5,125.3597242,19.33556757,2,9.932206224,30,Female
1386,Control,6,197.3818733,12.98318458,3,11.64789699,35,Female
1387,Control,4,130.420352,16.25353873,3,10.91638492,18,Female
1388,Control,9,136.6720744,16.84550858,1,11.11526288,30,Male
1389,Control,7,65.68883622,20.55013338,1,16.34233062,40,Female
1390,Control,2,144.3660323,5.672823373,3,9.522892612,40,Male
1391,Control,3,192.4987928,18.515831,0,10.55866312,30,Female
1392,Control,4,128.5959672,9.558745798,6,8.300496072,45,Female
1393,Control,6,143.5176079,9.097997218,2,13.29247876,50,Female
1394,Control,7,153.2777588,11.77195951,2,14.58124786,30,Female
1395,Control,4,174.0642256,10.31820002,3,10.71110966,30,Male
1396,Control,5,138.2803764,16.02477194,1,11.16725707,35,Female
1397,Control,5,72.52755879,10.17052659,1,14.14128461,50,Male
1398,Control,3,126.8695405,17.88074565,1,8.82765008,18,Female
1399,Control,3,143.3100537,4.305010238,2,10.94128343,30,Female
1400,Control,7,140.9283382,20.3186016,0,5.165933542,30,Female
1401,Control,3,115.4277232,7.233326643,1,10.40614514,50,Male
1402,Control,8,108.9714845,17.02529057,1,9.384512916,45,Female
1403,Control,8,109.1582609,10.97736252,5,13.60592043,25,Other
1404,Control,5,115.5252493,12.87940015,1,9.487893379,40,Female
1405,Control,5,123.9344973,10.62469872,4,9.056249059,25,Female
1406,Control,3,136.2673204,4.379132833,2,14.82084796,35,Male
1407,Control,3,131.2771622,12.68676857,5,9.4015426,18,Female
1408,Control,6,107.043584,8.878551302,4,11.92547165,30,Male
1409,Control,5,84.33651109,7.870981969,1,14.26394528,40,Male
1410,Control,4,131.3492054,12.88170139,0,8.252216626,25,Male
1411,Control,6,111.3150781,13.59516807,1,12.59266346,40,Male
1412,Control,3,168.220534,15.41699367,3,7.774460952,30,Male
1413,Control,12,147.3637759,17.4742776,3,11.95097159,18,Female
1414,Control,1,130.2268425,8.968896625,3,12.60007137,50,Male
1415,Control,6,97.3334251,8.043128765,1,8.350978513,30,Male
1416,Control,1,79.46224673,18.77950843,2,3.195011881,40,Female
1417,Control,6,120.0715252,13.37859396,2,6.828159699,35,Male
1418,Control,1,124.3832161,24.82408149,1,10.46628178,40,Female
1419,Control,4,67.89684998,4.736954295,4,6.802768063,35,Male
1420,Control,3,134.2065291,16.67055588,4,8.766347119,35,Male
1421,Control,3,121.4806433,10.92983617,0,11.53360885,45,Female
1422,Control,5,39.87503527,11.11317844,2,9.145019161,35,Other
1423,Control,5,94.32389154,12.2635676,3,10.24237246,45,Female
1424,Control,5,96.3143285,21.6993785,4,8.005160738,30,Male
1425,Control,9,83.39603972,6.618167504,1,15.64537541,50,Female
1426,Control,3,131.6247831,6.544263988,3,7.834389827,18,Female
1427,Control,3,173.6471258,18.08050254,4,9.854185288,30,Female
1428,Control,6,133.9071716,23.52224809,1,11.62121379,25,Male
1429,Control,6,138.9668523,11.3402701,2,6.86394747,25,Male
1430,Control,3,96.72381551,20.42430113,3,10.04451145,25,Male
1431,Control,7,135.2903539,19.36362445,2,9.372922179,30,Male
1432,Control,4,114.4995443,16.40571129,3,12.31619623,18,Female
1433,Control,1,120.0237161,15.91321319,3,10.11448557,35,Female
1434,Control,7,101.891215,13.11307159,4,8.244762333,50,Male
1435,Control,7,72.65336472,19.52641359,1,10.89018587,25,Female
1436,Control,2,147.5876923,18.32338479,3,13.37406969,40,Female
1437,Control,5,124.8400682,12.13367672,1,9.105429223,25,Male
1438,Control,6,113.1263534,7.070051756,1,10.18439555,25,Male
1439,Control,9,174.7656439,11.08514883,0,9.761583,45,Male
1440,Control,3,90.10946017,9.676558607,5,11.19158054,30,Male
1441,Control,4,139.206727,14.72161477,2,7.724059469,18,Female
1442,Control,10,181.5916839,17.39991652,1,15.59321178,35,Male
1443,Control,4,132.565518,16.94727907,2,14.09744351,50,Female
1444,Control,4,85.19729207,17.30171331,1,8.978440138,45,Female
1445,Control,4,149.3518889,15.96617303,4,16.3464227,35,Male
1446,Control,7,103.6359827,14.89110173,0,2.706622596,50,Female
1447,Control,8,101.5680701,14.68651678,0,12.60363556,45,Male
1448,Control,6,92.92347991,21.17332236,3,21.08362094,30,Male
1449,Control,6,168.85118,12.55579343,0,9.264651287,30,Female
1450,Control,3,107.8501481,13.90484423,6,12.66412731,50,Male
1451,Control,5,92.39988468,4.190266357,5,12.67078669,18,Female
1452,Control,6,157.4040129,12.28192451,1,9.343729476,30,Female
1453,Control,2,72.37099502,13.49533937,2,11.69802445,30,Female
1454,Control,8,121.9269195,20.98182939,2,15.11658032,25,Other
1455,Control,5,99.5977914,8.318321496,0,7.430963348,25,Female
1456,Control,4,138.1873675,14.36244989,1,11.55868888,35,Female
1457,Control,4,107.2981104,14.25889493,3,12.90863343,35,Female
1458,Control,2,77.65837237,18.1907417,5,7.991720136,30,Male
1459,Control,5,124.3153228,12.66993749,4,10.38752761,30,Male
1460,Control,5,106.2270096,18.0416329,2,11.57654071,40,Female
1461,Control,4,145.2579359,16.28063176,1,7.97060692,40,Male
1462,Control,2,122.0101025,11.19526983,1,14.50326324,25,Male
1463,Control,4,184.2437231,9.444675181,0,10.92311629,18,Male
1464,Control,4,103.2999818,25.45428802,1,7.991368925,18,Female
1465,Control,1,155.1790406,12.29222723,0,6.695044023,40,Female
1466,Control,8,109.4926921,6.536149515,3,9.297342314,18,Male
1467,Control,4,116.3676019,12.72354933,1,9.179593052,50,Female
1468,Control,10,142.6864756,11.64361654,1,11.31033748,40,Female
1469,Control,6,91.74818274,9.161725543,4,6.544500735,35,Male
1470,Control,3,155.6589452,14.792662,2,8.200163088,18,Female
1471,Control,6,140.7755557,15.94140252,2,14.65730121,18,Female
1472,Control,4,143.7389557,4.913653549,2,5.4770067,30,Male
1473,Control,3,148.0729275,15.62886082,3,8.292279294,30,Male
1474,Control,2,137.3594002,18.67243506,5,6.452733303,25,Male
1475,Control,3,140.4088676,10.17168509,2,10.74208779,25,Female
1476,Control,5,159.4908948,8.300366718,2,12.23101068,25,Female
1477,Control,3,120.1695161,9.832991893,2,20.78312151,35,Male
1478,Control,4,114.6392566,12.39991429,3,13.00725509,30,Female
1479,Control,3,134.5170963,14.68226917,0,6.432189378,30,Male
1480,Control,6,123.001862,9.172733623,2,11.75168901,50,Female
1481,Control,5,148.0651516,12.77236365,3,9.740484325,30,Female
1482,Control,5,175.9572246,13.74613276,3,8.653609731,50,Female
1483,Control,4,91.62588243,15.54785528,0,10.07004132,18,Male
1484,Control,4,122.9463532,7.505639604,1,12.68414607,45,Female
1485,Control,6,88.10093539,10.75411053,1,12.50598482,35,Male
1486,Control,4,113.6855076,11.06416124,3,5.952154549,35,Female
1487,Control,6,115.5410807,22.54554945,1,10.13157034,35,Male
1488,Control,4,108.3042563,19.80644613,3,7.013121958,40,Female
1489,Control,5,147.1405781,14.13499845,3,10.48651919,45,Female
1490,Control,5,130.761759,6.965791472,1,8.68071706,18,Male
1491,Control,4,102.0091056,18.81815343,1,12.45972369,30,Female
1492,Control,5,147.1967048,20.31929333,2,9.177590089,30,Male
1493,Control,3,116.5780059,14.02778428,4,7.900903038,50,Female
1494,Control,4,104.0365006,12.00746991,2,10.18047653,18,Male
1495,Control,6,89.44836409,10.92363764,1,9.941315032,30,Male
1496,Control,6,76.04322661,17.83923602,3,9.524668417,40,Female
1497,Control,1,106.051812,17.52976117,0,8.66150454,50,Male
1498,Control,3,121.7554235,9.09063906,0,2.614270389,45,Male
1499,Control,4,147.8297372,10.17413321,3,15.83170008,50,Male
1500,Control,6,58.67918352,9.078912785,2,5.970755276,35,Male
1501,Control,4,175.9185719,23.25259488,2,10.72313076,40,Male
1502,Control,3,96.91780951,15.75140713,2,11.13197102,45,Female
1503,Control,14,108.4358419,19.89590515,2,16.53437409,30,Other
1504,Control,5,109.5149731,14.97870618,1,16.93887232,18,Other
1505,Control,4,101.0573014,16.38843228,4,11.22264375,18,Male
1506,Control,5,110.8620535,12.85105551,3,6.926014159,50,Female
1507,Control,5,112.8511555,21.62537576,1,7.019092462,18,Female
1508,Control,7,115.4358673,15.91295151,1,8.133851614,30,Male
1509,Control,7,167.5577427,14.03110588,1,9.913074818,45,Female
1510,Control,7,97.95420715,5.061442416,1,8.605957711,30,Female
1511,Control,2,175.015276,16.97211621,2,7.090798005,25,Male
1512,Control,5,136.3569626,16.92347233,3,10.2669041,25,Female
1513,Control,3,73.42195997,20.67968995,1,7.473088437,18,Male
1514,Control,7,95.06267612,12.81395271,3,14.14932773,35,Male
1515,Control,2,91.48595124,10.78498428,0,7.497726587,30,Female
1516,Control,6,119.3305396,23.48855253,0,7.946945418,18,Female
1517,Control,4,159.5885456,7.383281991,3,10.33702128,18,Female
1518,Control,8,144.4230577,10.37044323,2,6.081101537,45,Male
1519,Control,5,89.48106611,22.13374545,1,8.886196526,25,Male
1520,Control,1,156.4501172,19.21595422,5,5.49008595,30,Male
1521,Control,2,88.70904867,13.20024172,3,9.821163615,30,Male
1522,Control,3,93.239553,13.37622299,2,7.515487787,25,Female
1523,Control,6,151.46671,13.70293349,1,8.516028691,25,Male
1524,Control,8,150.8357804,18.86555222,1,10.41700378,35,Male
1525,Control,4,144.4514844,18.94188762,0,8.796631694,45,Female
1526,Control,3,120.6017231,17.72249841,2,12.20087187,35,Male
1527,Control,6,117.7521534,18.58560863,1,7.032424163,30,Male
1528,Control,6,84.87284986,17.57276337,5,8.582421442,30,Male
1529,Control,8,119.6282879,2.722504106,1,9.025487039,30,Male
1530,Control,6,99.79732574,16.6213923,1,12.42332193,30,Male
1531,Control,6,114.650234,13.08090315,1,13.16676383,35,Female
1532,Control,5,188.8489346,25.69188677,2,7.082573887,30,Male
1533,Control,4,129.7033568,7.586956454,2,8.789458636,35,Male
1534,Control,5,86.74096488,8.848411364,2,4.197302104,25,Male
1535,Control,5,157.2966714,15.5251721,1,9.997361386,25,Male
1536,Control,6,160.2839825,8.891934008,5,10.13567499,40,Female
1537,Control,11,163.034789,27.6733955,3,14.24958866,40,Male
1538,Control,8,105.7012963,17.77101121,0,9.475876773,40,Male
1539,Control,7,116.6600215,12.04605319,1,9.635873998,30,Male
1540,Control,7,82.15094311,16.93753755,0,8.661676529,30,Female
1541,Control,4,166.7792679,16.1058608,3,11.5863285,25,Male
1542,Control,8,123.7237854,11.74513815,2,10.77128877,50,Female
1543,Control,6,78.88925886,8.565510479,1,11.29032074,45,Female
1544,Control,2,169.6112906,9.363962759,2,16.42401429,50,Female
1545,Control,4,99.64357007,12.76233507,4,5.534728398,35,Female
1546,Control,0,108.1622365,19.91283605,3,1.790412806,30,Male
1547,Control,6,88.6024228,18.07032883,4,12.13769172,45,Female
1548,Control,0,83.79115916,25.94666541,0,9.86040095,30,Male
1549,Control,7,131.6878045,10.73610736,0,8.279579103,25,Female
1550,Control,9,99.10349434,8.996899138,3,13.03770501,35,Male
1551,Control,7,74.25012325,14.18130106,4,10.51050983,25,Female
1552,Control,2,149.7287069,17.1517389,2,8.780030651,40,Female
1553,Control,4,135.0945504,17.28367258,0,12.67958009,30,Female
1554,Control,8,173.6350108,16.79522516,3,12.25503747,40,Female
1555,Control,5,108.8188123,16.04057583,0,11.95349484,35,Female
1556,Control,5,121.201445,12.26332041,2,6.183133163,35,Female
1557,Control,6,126.347162,12.91764979,2,7.533539154,50,Female
1558,Control,2,124.1863048,22.86694501,1,10.882705,18,Male
1559,Control,4,127.5344303,9.037860139,4,11.41678187,35,Male
